cntry,cproddat,essround,fltlnl,happy,sclmeet,inmdisc,agea,filter
SI,12.12.2018,6,2,9,2,,70,2
SK,12.12.2018,6,2,7,6,,70,2
SK,12.12.2018,6,2,5,3,,70,2
SK,12.12.2018,6,1,6,7,,70,2
SK,12.12.2018,6,1,9,5,,70,2
SK,12.12.2018,6,1,10,7,,70,2
SK,12.12.2018,6,1,9,5,,70,2
SK,12.12.2018,6,1,8,3,,70,2
UA,12.12.2018,6,1,88,3,,70,2
UA,12.12.2018,6,2,7,4,,70,2
UA,12.12.2018,6,2,7,6,,70,2
UA,12.12.2018,6,3,8,7,,70,2
AT,12.12.2018,7,1,8,5,,70,2
AT,12.12.2018,7,1,8,6,,70,2
AT,12.12.2018,7,1,8,4,,70,2
AT,12.12.2018,7,3,9,6,,70,2
AT,12.12.2018,7,2,5,3,,70,2
BE,12.12.2018,7,2,8,4,,70,2
BE,12.12.2018,7,1,8,6,,70,2
BE,12.12.2018,7,3,5,6,,70,2
BE,12.12.2018,7,1,8,6,,70,2
CH,12.12.2018,7,2,8,5,,70,2
CH,12.12.2018,7,1,10,6,,70,2
CH,12.12.2018,7,1,9,4,,70,2
CH,12.12.2018,7,1,10,6,,70,2
CH,12.12.2018,7,1,5,2,,70,2
CZ,12.12.2018,7,2,9,5,,70,2
CZ,12.12.2018,7,4,8,2,,70,2
CZ,12.12.2018,7,1,8,3,,70,2
CZ,12.12.2018,7,1,9,4,,70,2
CZ,12.12.2018,7,2,9,6,,70,2
CZ,12.12.2018,7,4,5,6,,70,2
CZ,12.12.2018,7,2,5,2,,70,2
CZ,12.12.2018,7,2,9,7,,70,2
CZ,12.12.2018,7,1,8,3,,70,2
CZ,12.12.2018,7,2,8,4,,70,2
CZ,12.12.2018,7,2,8,2,,70,2
DE,12.12.2018,7,1,8,5,,70,2
DE,12.12.2018,7,1,8,2,,70,2
DE,12.12.2018,7,1,8,4,,70,2
DE,12.12.2018,7,1,8,4,,70,2
DE,12.12.2018,7,1,7,4,,70,2
DE,12.12.2018,7,3,8,4,,70,2
DE,12.12.2018,7,1,10,3,,70,2
DE,12.12.2018,7,1,10,2,,70,2
DE,12.12.2018,7,1,9,6,,70,2
DE,12.12.2018,7,1,5,1,,70,2
DE,12.12.2018,7,1,8,3,,70,2
DE,12.12.2018,7,1,6,6,,70,2
DE,12.12.2018,7,1,8,5,,70,2
DE,12.12.2018,7,1,6,3,,70,2
DE,12.12.2018,7,1,9,4,,70,2
DE,12.12.2018,7,1,10,4,,70,2
DE,12.12.2018,7,1,5,5,,70,2
DE,12.12.2018,7,1,6,3,,70,2
DE,12.12.2018,7,1,5,6,,70,2
DE,12.12.2018,7,1,7,3,,70,2
DK,12.12.2018,7,1,10,7,,70,2
DK,12.12.2018,7,1,8,4,,70,2
DK,12.12.2018,7,1,8,7,,70,2
DK,12.12.2018,7,1,8,5,,70,2
DK,12.12.2018,7,1,9,6,,70,2
EE,12.12.2018,7,2,6,1,,70,2
EE,12.12.2018,7,1,6,3,,70,2
EE,12.12.2018,7,1,9,3,,70,2
EE,12.12.2018,7,2,5,4,,70,2
EE,12.12.2018,7,1,8,6,,70,2
EE,12.12.2018,7,2,3,3,,70,2
EE,12.12.2018,7,1,8,4,,70,2
ES,12.12.2018,7,2,7,7,,70,2
ES,12.12.2018,7,2,6,6,,70,2
ES,12.12.2018,7,1,7,6,,70,2
ES,12.12.2018,7,2,7,7,,70,2
ES,12.12.2018,7,1,8,6,,70,2
ES,12.12.2018,7,1,10,7,,70,2
ES,12.12.2018,7,1,6,4,,70,2
FI,12.12.2018,7,1,8,3,,70,2
FI,12.12.2018,7,1,8,4,,70,2
FI,12.12.2018,7,1,8,4,,70,2
FI,12.12.2018,7,1,8,6,,70,2
FI,12.12.2018,7,1,7,6,,70,2
FI,12.12.2018,7,1,5,4,,70,2
FI,12.12.2018,7,1,8,5,,70,2
FR,12.12.2018,7,1,7,4,,70,2
FR,12.12.2018,7,1,6,1,,70,2
FR,12.12.2018,7,1,9,3,,70,2
FR,12.12.2018,7,2,7,7,,70,2
FR,12.12.2018,7,1,6,6,,70,2
GB,12.12.2018,7,1,8,6,,70,2
GB,12.12.2018,7,1,8,4,,70,2
GB,12.12.2018,7,1,8,7,,70,2
GB,12.12.2018,7,1,8,5,,70,2
GB,12.12.2018,7,2,5,6,,70,2
GB,12.12.2018,7,1,6,6,,70,2
GB,12.12.2018,7,1,9,6,,70,2
GB,12.12.2018,7,2,7,5,,70,2
GB,12.12.2018,7,1,9,5,,70,2
GB,12.12.2018,7,1,9,6,,70,2
GB,12.12.2018,7,2,4,3,,70,2
GB,12.12.2018,7,1,10,7,,70,2
HU,12.12.2018,7,1,5,2,,70,2
HU,12.12.2018,7,3,5,1,,70,2
HU,12.12.2018,7,1,8,2,,70,2
IE,12.12.2018,7,2,3,6,,70,2
IE,12.12.2018,7,2,10,6,,70,2
IE,12.12.2018,7,1,8,2,,70,2
IE,12.12.2018,7,2,5,5,,70,2
IE,12.12.2018,7,1,8,5,,70,2
IE,12.12.2018,7,1,7,5,,70,2
IE,12.12.2018,7,1,10,6,,70,2
IE,12.12.2018,7,1,10,4,,70,2
IE,12.12.2018,7,3,6,4,,70,2
IE,12.12.2018,7,2,9,6,,70,2
IE,12.12.2018,7,1,8,6,,70,2
IE,12.12.2018,7,2,9,6,,70,2
IL,12.12.2018,7,1,5,4,,70,2
IL,12.12.2018,7,4,4,2,,70,2
IL,12.12.2018,7,4,3,5,,70,2
IL,12.12.2018,7,1,9,6,,70,2
IL,12.12.2018,7,1,9,6,,70,2
IL,12.12.2018,7,2,6,3,,70,2
IL,12.12.2018,7,1,6,6,,70,2
IL,12.12.2018,7,1,10,5,,70,2
IL,12.12.2018,7,1,9,4,,70,2
LT,12.12.2018,7,2,6,4,,70,2
LT,12.12.2018,7,1,7,2,,70,2
LT,12.12.2018,7,2,7,2,,70,2
LT,12.12.2018,7,2,6,6,,70,2
LT,12.12.2018,7,1,7,6,,70,2
LT,12.12.2018,7,2,5,1,,70,2
LT,12.12.2018,7,3,4,3,,70,2
LT,12.12.2018,7,3,1,1,,70,2
LT,12.12.2018,7,2,8,88,,70,2
LT,12.12.2018,7,1,7,4,,70,2
LT,12.12.2018,7,2,1,6,,70,2
LT,12.12.2018,7,2,5,4,,70,2
LT,12.12.2018,7,2,6,5,,70,2
LT,12.12.2018,7,1,5,3,,70,2
LT,12.12.2018,7,2,5,2,,70,2
LT,12.12.2018,7,3,4,88,,70,2
NL,12.12.2018,7,1,5,5,,70,2
NL,12.12.2018,7,2,8,4,,70,2
NL,12.12.2018,7,1,9,4,,70,2
NL,12.12.2018,7,1,9,6,,70,2
NL,12.12.2018,7,1,9,6,,70,2
NL,12.12.2018,7,1,9,4,,70,2
NL,12.12.2018,7,1,8,4,,70,2
NO,12.12.2018,7,1,9,4,,70,2
NO,12.12.2018,7,1,8,5,,70,2
NO,12.12.2018,7,2,8,4,,70,2
NO,12.12.2018,7,1,10,6,,70,2
NO,12.12.2018,7,1,8,6,,70,2
NO,12.12.2018,7,1,6,6,,70,2
PL,12.12.2018,7,1,3,2,,70,2
PL,12.12.2018,7,1,7,6,,70,2
PT,12.12.2018,7,1,9,7,,70,2
PT,12.12.2018,7,1,2,3,,70,2
PT,12.12.2018,7,1,0,7,,70,2
PT,12.12.2018,7,1,6,7,,70,2
PT,12.12.2018,7,1,5,5,,70,2
PT,12.12.2018,7,2,8,6,,70,2
PT,12.12.2018,7,1,10,4,,70,2
PT,12.12.2018,7,1,5,7,,70,2
PT,12.12.2018,7,1,10,7,,70,2
SE,12.12.2018,7,1,8,6,,70,2
SE,12.12.2018,7,1,8,4,,70,2
SE,12.12.2018,7,2,9,5,,70,2
SE,12.12.2018,7,1,4,2,,70,2
SE,12.12.2018,7,1,3,4,,70,2
SE,12.12.2018,7,1,7,5,,70,2
SE,12.12.2018,7,1,5,6,,70,2
SI,12.12.2018,7,1,8,2,,70,2
SI,12.12.2018,7,1,10,5,,70,2
SI,12.12.2018,7,1,5,6,,70,2
SI,12.12.2018,7,1,7,3,,70,2
SI,12.12.2018,7,1,9,7,,70,2
SI,12.12.2018,7,1,5,7,,70,2
SI,12.12.2018,7,1,8,4,,70,2
SI,12.12.2018,7,2,3,5,,70,2
AT,12.12.2018,3,3,4,7,2,71,2
AT,12.12.2018,3,1,8,4,1,71,2
AT,12.12.2018,3,1,10,7,1,71,2
BE,12.12.2018,3,1,8,5,1,71,2
BE,12.12.2018,3,1,10,5,1,71,2
BE,12.12.2018,3,2,8,3,1,71,2
BE,12.12.2018,3,4,4,2,2,71,2
BE,12.12.2018,3,2,4,4,2,71,2
BE,12.12.2018,3,1,10,6,1,71,2
BE,12.12.2018,3,2,7,6,1,71,2
BE,12.12.2018,3,1,6,6,1,71,2
BG,12.12.2018,3,2,0,7,1,71,2
BG,12.12.2018,3,1,2,7,2,71,2
BG,12.12.2018,3,1,8,3,1,71,2
BG,12.12.2018,3,2,0,88,2,71,2
BG,12.12.2018,3,3,6,1,2,71,2
BG,12.12.2018,3,1,5,3,1,71,2
CH,12.12.2018,3,1,9,6,1,71,2
CH,12.12.2018,3,1,9,6,1,71,2
CH,12.12.2018,3,1,10,6,1,71,2
CH,12.12.2018,3,1,10,3,1,71,2
CH,12.12.2018,3,1,8,6,1,71,2
CH,12.12.2018,3,1,10,6,1,71,2
CH,12.12.2018,3,1,9,3,1,71,2
CH,12.12.2018,3,2,9,4,1,71,2
DE,12.12.2018,3,1,7,6,1,71,2
DE,12.12.2018,3,1,4,3,1,71,2
DE,12.12.2018,3,3,4,1,2,71,2
DE,12.12.2018,3,1,8,3,1,71,2
DE,12.12.2018,3,1,7,6,1,71,2
DE,12.12.2018,3,1,3,4,1,71,2
DE,12.12.2018,3,2,8,2,1,71,2
DK,12.12.2018,3,1,9,6,1,71,2
DK,12.12.2018,3,2,8,5,1,71,2
DK,12.12.2018,3,1,9,6,1,71,2
DK,12.12.2018,3,1,9,6,2,71,2
DK,12.12.2018,3,1,6,5,2,71,2
DK,12.12.2018,3,1,9,4,1,71,2
DK,12.12.2018,3,1,10,6,1,71,2
DK,12.12.2018,3,1,6,4,1,71,2
EE,12.12.2018,3,1,7,4,1,71,2
EE,12.12.2018,3,2,5,5,1,71,2
EE,12.12.2018,3,2,6,6,1,71,2
EE,12.12.2018,3,1,9,4,1,71,2
EE,12.12.2018,3,1,8,5,1,71,2
EE,12.12.2018,3,1,8,4,1,71,2
EE,12.12.2018,3,4,7,6,1,71,2
EE,12.12.2018,3,1,5,3,1,71,2
ES,12.12.2018,3,1,8,6,1,71,2
ES,12.12.2018,3,1,1,7,1,71,2
ES,12.12.2018,3,2,5,4,1,71,2
ES,12.12.2018,3,1,9,7,1,71,2
ES,12.12.2018,3,1,7,6,1,71,2
ES,12.12.2018,3,2,9,6,1,71,2
ES,12.12.2018,3,1,10,7,1,71,2
ES,12.12.2018,3,1,9,6,1,71,2
ES,12.12.2018,3,1,10,6,1,71,2
ES,12.12.2018,3,1,7,6,1,71,2
FI,12.12.2018,3,1,9,5,1,71,2
FI,12.12.2018,3,2,7,4,1,71,2
FI,12.12.2018,3,1,8,3,1,71,2
FI,12.12.2018,3,1,8,2,1,71,2
FI,12.12.2018,3,1,7,4,1,71,2
FR,12.12.2018,3,2,8,4,1,71,2
FR,12.12.2018,3,1,8,5,1,71,2
FR,12.12.2018,3,1,7,3,2,71,2
FR,12.12.2018,3,2,2,4,1,71,2
GB,12.12.2018,3,4,9,7,1,71,2
GB,12.12.2018,3,2,8,5,1,71,2
GB,12.12.2018,3,1,7,2,1,71,2
GB,12.12.2018,3,1,8,6,1,71,2
GB,12.12.2018,3,1,8,6,1,71,2
GB,12.12.2018,3,4,6,5,1,71,2
GB,12.12.2018,3,1,8,6,1,71,2
GB,12.12.2018,3,1,5,5,1,71,2
GB,12.12.2018,3,1,9,6,1,71,2
GB,12.12.2018,3,1,9,3,2,71,2
GB,12.12.2018,3,1,8,6,1,71,2
GB,12.12.2018,3,1,8,6,1,71,2
GB,12.12.2018,3,2,8,5,1,71,2
HU,12.12.2018,3,1,7,5,1,71,2
HU,12.12.2018,3,4,7,6,1,71,2
HU,12.12.2018,3,3,2,1,2,71,2
HU,12.12.2018,3,3,5,2,1,71,2
HU,12.12.2018,3,2,5,3,1,71,2
HU,12.12.2018,3,2,2,2,1,71,2
HU,12.12.2018,3,3,6,3,1,71,2
HU,12.12.2018,3,1,2,7,1,71,2
HU,12.12.2018,3,2,5,2,1,71,2
HU,12.12.2018,3,2,7,3,1,71,2
IE,12.12.2018,3,1,9,5,1,71,2
IE,12.12.2018,3,1,10,5,1,71,2
IE,12.12.2018,3,1,8,5,1,71,2
IE,12.12.2018,3,1,8,6,1,71,2
IE,12.12.2018,3,1,8,3,1,71,2
NL,12.12.2018,3,1,8,5,1,71,2
NL,12.12.2018,3,1,8,6,1,71,2
NL,12.12.2018,3,1,7,6,1,71,2
NL,12.12.2018,3,1,9,4,2,71,2
NL,12.12.2018,3,1,7,5,1,71,2
NL,12.12.2018,3,2,8,6,1,71,2
NO,12.12.2018,3,1,7,6,1,71,2
NO,12.12.2018,3,1,8,6,1,71,2
NO,12.12.2018,3,1,5,6,1,71,2
NO,12.12.2018,3,1,1,3,1,71,2
NO,12.12.2018,3,1,6,6,1,71,2
NO,12.12.2018,3,1,9,6,1,71,2
NO,12.12.2018,3,1,8,7,1,71,2
PL,12.12.2018,3,1,8,2,1,71,2
PL,12.12.2018,3,1,10,2,1,71,2
PL,12.12.2018,3,1,7,2,1,71,2
PL,12.12.2018,3,4,2,1,2,71,2
PT,12.12.2018,3,1,5,7,1,71,2
PT,12.12.2018,3,1,7,5,2,71,2
PT,12.12.2018,3,1,6,6,1,71,2
PT,12.12.2018,3,4,8,7,1,71,2
PT,12.12.2018,3,2,7,7,1,71,2
PT,12.12.2018,3,1,3,7,1,71,2
PT,12.12.2018,3,4,5,6,2,71,2
PT,12.12.2018,3,2,3,6,1,71,2
PT,12.12.2018,3,2,6,6,1,71,2
PT,12.12.2018,3,2,8,3,2,71,2
PT,12.12.2018,3,1,9,2,1,71,2
PT,12.12.2018,3,2,7,7,2,71,2
PT,12.12.2018,3,2,3,7,2,71,2
PT,12.12.2018,3,2,5,6,1,71,2
RU,12.12.2018,3,2,6,7,8,71,2
RU,12.12.2018,3,1,88,4,1,71,2
RU,12.12.2018,3,1,8,2,1,71,2
RU,12.12.2018,3,2,5,4,1,71,2
RU,12.12.2018,3,2,5,1,1,71,2
SE,12.12.2018,3,1,10,4,1,71,2
SE,12.12.2018,3,1,9,5,1,71,2
SE,12.12.2018,3,1,8,6,2,71,2
SE,12.12.2018,3,1,9,6,1,71,2
SE,12.12.2018,3,1,10,4,1,71,2
SE,12.12.2018,3,2,1,2,2,71,2
SE,12.12.2018,3,1,5,4,1,71,2
SI,12.12.2018,3,2,7,6,8,71,2
SI,12.12.2018,3,2,0,4,2,71,2
SI,12.12.2018,3,1,9,3,1,71,2
SI,12.12.2018,3,3,7,1,1,71,2
SI,12.12.2018,3,1,5,2,1,71,2
SI,12.12.2018,3,1,9,3,8,71,2
SI,12.12.2018,3,2,6,4,1,71,2
SI,12.12.2018,3,3,6,4,1,71,2
SK,12.12.2018,3,2,5,7,1,71,2
SK,12.12.2018,3,2,5,5,2,71,2
SK,12.12.2018,3,2,7,3,1,71,2
SK,12.12.2018,3,2,5,5,1,71,2
SK,12.12.2018,3,1,9,6,1,71,2
SK,12.12.2018,3,3,2,2,9,71,2
SK,12.12.2018,3,2,6,7,1,71,2
UA,12.12.2018,3,1,7,2,1,71,2
UA,12.12.2018,3,1,8,4,1,71,2
UA,12.12.2018,3,3,4,2,2,71,2
UA,12.12.2018,3,3,0,5,1,71,2
UA,12.12.2018,3,1,4,6,1,71,2
UA,12.12.2018,3,4,88,2,2,71,2
UA,12.12.2018,3,4,5,6,1,71,2
UA,12.12.2018,3,2,3,2,2,71,2
UA,12.12.2018,3,3,5,3,1,71,2
UA,12.12.2018,3,3,2,2,1,71,2
BE,12.12.2018,5,2,5,4,1,71,2
BE,12.12.2018,5,1,9,6,2,71,2
BE,12.12.2018,5,2,8,6,1,71,2
BE,12.12.2018,5,1,7,5,1,71,2
BE,12.12.2018,5,2,10,4,1,71,2
BG,12.12.2018,5,1,1,2,1,71,2
BG,12.12.2018,5,1,5,5,1,71,2
BG,12.12.2018,5,4,5,6,2,71,2
BG,12.12.2018,5,3,1,6,2,71,2
BG,12.12.2018,5,1,3,1,2,71,2
BG,12.12.2018,5,3,3,2,2,71,2
BG,12.12.2018,5,1,5,5,1,71,2
BG,12.12.2018,5,1,6,6,1,71,2
BG,12.12.2018,5,1,6,5,2,71,2
BG,12.12.2018,5,2,8,6,2,71,2
BG,12.12.2018,5,1,5,5,1,71,2
BG,12.12.2018,5,1,3,7,1,71,2
BG,12.12.2018,5,1,7,2,2,71,2
BG,12.12.2018,5,2,0,2,2,71,2
BG,12.12.2018,5,2,4,4,1,71,2
CH,12.12.2018,5,1,8,5,1,71,2
CH,12.12.2018,5,1,9,4,1,71,2
CH,12.12.2018,5,1,10,7,1,71,2
CH,12.12.2018,5,1,8,5,1,71,2
CH,12.12.2018,5,1,9,6,1,71,2
CH,12.12.2018,5,2,5,4,1,71,2
CH,12.12.2018,5,1,9,6,1,71,2
CY,12.12.2018,5,1,6,2,1,71,2
CY,12.12.2018,5,1,10,5,1,71,2
CY,12.12.2018,5,1,3,1,1,71,2
CY,12.12.2018,5,3,4,1,2,71,2
CY,12.12.2018,5,3,5,1,2,71,2
CY,12.12.2018,5,1,8,5,1,71,2
CY,12.12.2018,5,1,8,4,1,71,2
CZ,12.12.2018,5,1,7,4,1,71,2
CZ,12.12.2018,5,3,5,4,2,71,2
CZ,12.12.2018,5,2,5,4,1,71,2
CZ,12.12.2018,5,2,6,6,1,71,2
CZ,12.12.2018,5,3,5,3,2,71,2
CZ,12.12.2018,5,1,7,4,1,71,2
CZ,12.12.2018,5,3,5,3,1,71,2
CZ,12.12.2018,5,1,9,6,1,71,2
CZ,12.12.2018,5,1,6,6,2,71,2
CZ,12.12.2018,5,1,7,5,1,71,2
DE,12.12.2018,5,1,4,4,1,71,2
DE,12.12.2018,5,1,10,4,1,71,2
DE,12.12.2018,5,1,8,4,1,71,2
DE,12.12.2018,5,1,9,2,1,71,2
DE,12.12.2018,5,1,7,5,1,71,2
DE,12.12.2018,5,1,5,5,1,71,2
DE,12.12.2018,5,1,88,3,1,71,2
DE,12.12.2018,5,2,7,3,1,71,2
DE,12.12.2018,5,3,5,5,1,71,2
DE,12.12.2018,5,2,5,5,1,71,2
DE,12.12.2018,5,1,7,5,1,71,2
DE,12.12.2018,5,2,10,7,1,71,2
DE,12.12.2018,5,1,10,4,2,71,2
DE,12.12.2018,5,1,8,6,1,71,2
DK,12.12.2018,5,1,8,5,1,71,2
DK,12.12.2018,5,1,8,6,1,71,2
DK,12.12.2018,5,1,10,5,1,71,2
DK,12.12.2018,5,1,8,3,1,71,2
DK,12.12.2018,5,1,9,6,1,71,2
DK,12.12.2018,5,1,3,5,1,71,2
EE,12.12.2018,5,1,8,4,1,71,2
EE,12.12.2018,5,2,3,3,2,71,2
EE,12.12.2018,5,1,10,5,1,71,2
EE,12.12.2018,5,1,7,6,2,71,2
EE,12.12.2018,5,2,7,6,2,71,2
EE,12.12.2018,5,8,10,6,2,71,2
EE,12.12.2018,5,2,6,6,1,71,2
EE,12.12.2018,5,1,8,4,1,71,2
EE,12.12.2018,5,2,4,5,1,71,2
EE,12.12.2018,5,2,4,2,2,71,2
EE,12.12.2018,5,1,5,7,1,71,2
EE,12.12.2018,5,1,9,5,1,71,2
ES,12.12.2018,5,2,8,7,1,71,2
ES,12.12.2018,5,2,7,4,1,71,2
ES,12.12.2018,5,1,8,7,1,71,2
ES,12.12.2018,5,1,7,1,1,71,2
ES,12.12.2018,5,1,8,6,1,71,2
ES,12.12.2018,5,2,7,5,2,71,2
FI,12.12.2018,5,1,8,4,1,71,2
FI,12.12.2018,5,2,10,4,2,71,2
FI,12.12.2018,5,1,9,5,1,71,2
FI,12.12.2018,5,1,9,4,1,71,2
FI,12.12.2018,5,1,8,6,1,71,2
FI,12.12.2018,5,4,2,5,2,71,2
FI,12.12.2018,5,1,8,3,2,71,2
FI,12.12.2018,5,1,8,6,1,71,2
FI,12.12.2018,5,1,7,6,2,71,2
FI,12.12.2018,5,1,7,5,1,71,2
FI,12.12.2018,5,1,9,2,1,71,2
FR,12.12.2018,5,1,9,6,1,71,2
FR,12.12.2018,5,1,6,4,1,71,2
FR,12.12.2018,5,1,7,6,2,71,2
FR,12.12.2018,5,1,7,5,1,71,2
FR,12.12.2018,5,1,5,6,1,71,2
FR,12.12.2018,5,2,6,5,2,71,2
FR,12.12.2018,5,1,5,2,1,71,2
GB,12.12.2018,5,2,6,2,1,71,2
GB,12.12.2018,5,2,10,6,1,71,2
GB,12.12.2018,5,1,9,6,1,71,2
GB,12.12.2018,5,1,9,6,1,71,2
GB,12.12.2018,5,1,7,4,1,71,2
GB,12.12.2018,5,2,8,4,1,71,2
GB,12.12.2018,5,1,7,4,1,71,2
GR,12.12.2018,5,2,5,4,1,71,2
GR,12.12.2018,5,1,6,6,1,71,2
GR,12.12.2018,5,1,10,3,1,71,2
GR,12.12.2018,5,4,5,1,1,71,2
GR,12.12.2018,5,2,5,4,1,71,2
GR,12.12.2018,5,2,6,3,1,71,2
GR,12.12.2018,5,2,5,4,1,71,2
GR,12.12.2018,5,1,7,4,1,71,2
GR,12.12.2018,5,1,9,5,1,71,2
GR,12.12.2018,5,1,7,6,1,71,2
GR,12.12.2018,5,2,8,7,2,71,2
GR,12.12.2018,5,3,10,3,1,71,2
GR,12.12.2018,5,1,7,3,2,71,2
GR,12.12.2018,5,2,6,2,1,71,2
GR,12.12.2018,5,1,5,2,1,71,2
HR,12.12.2018,5,2,4,4,1,71,2
HR,12.12.2018,5,2,2,1,1,71,2
HR,12.12.2018,5,2,8,5,1,71,2
HR,12.12.2018,5,2,6,7,1,71,2
HR,12.12.2018,5,1,8,7,1,71,2
HR,12.12.2018,5,2,7,6,1,71,2
HR,12.12.2018,5,3,3,5,1,71,2
HR,12.12.2018,5,2,5,7,2,71,2
HR,12.12.2018,5,2,7,4,2,71,2
HR,12.12.2018,5,3,7,4,2,71,2
HR,12.12.2018,5,2,5,88,1,71,2
HR,12.12.2018,5,2,8,7,1,71,2
HR,12.12.2018,5,4,3,7,1,71,2
HR,12.12.2018,5,1,7,4,8,71,2
HR,12.12.2018,5,2,10,5,1,71,2
HR,12.12.2018,5,3,3,4,1,71,2
HU,12.12.2018,5,4,4,2,1,71,2
HU,12.12.2018,5,2,4,2,2,71,2
HU,12.12.2018,5,1,9,2,1,71,2
HU,12.12.2018,5,1,5,2,1,71,2
HU,12.12.2018,5,2,6,6,1,71,2
HU,12.12.2018,5,1,7,1,1,71,2
HU,12.12.2018,5,2,6,4,1,71,2
HU,12.12.2018,5,1,5,3,1,71,2
IE,12.12.2018,5,1,7,6,1,71,2
IE,12.12.2018,5,1,9,5,1,71,2
IE,12.12.2018,5,1,9,5,1,71,2
IE,12.12.2018,5,2,6,2,1,71,2
IE,12.12.2018,5,1,9,7,1,71,2
IE,12.12.2018,5,1,7,5,1,71,2
IE,12.12.2018,5,1,10,6,1,71,2
IE,12.12.2018,5,2,5,1,2,71,2
IE,12.12.2018,5,1,9,5,1,71,2
IE,12.12.2018,5,1,8,5,1,71,2
IE,12.12.2018,5,2,7,6,1,71,2
IE,12.12.2018,5,2,6,7,1,71,2
IE,12.12.2018,5,1,8,5,1,71,2
IE,12.12.2018,5,2,5,1,2,71,2
IE,12.12.2018,5,2,2,5,1,71,2
IL,12.12.2018,5,1,9,2,9,71,2
IL,12.12.2018,5,2,5,4,2,71,2
IL,12.12.2018,5,2,8,4,1,71,2
IL,12.12.2018,5,1,10,7,1,71,2
IL,12.12.2018,5,2,9,5,1,71,2
IL,12.12.2018,5,2,7,4,1,71,2
IL,12.12.2018,5,2,7,4,1,71,2
IL,12.12.2018,5,1,7,6,1,71,2
LT,12.12.2018,5,1,7,7,1,71,2
LT,12.12.2018,5,2,3,5,2,71,2
LT,12.12.2018,5,1,9,4,1,71,2
LT,12.12.2018,5,2,7,4,2,71,2
LT,12.12.2018,5,1,6,4,1,71,2
LT,12.12.2018,5,2,4,6,2,71,2
LT,12.12.2018,5,1,8,5,1,71,2
LT,12.12.2018,5,1,6,3,1,71,2
LT,12.12.2018,5,2,4,4,1,71,2
LT,12.12.2018,5,1,6,7,1,71,2
LT,12.12.2018,5,1,5,3,8,71,2
LT,12.12.2018,5,1,7,4,8,71,2
LT,12.12.2018,5,2,5,4,1,71,2
LT,12.12.2018,5,3,4,4,2,71,2
NL,12.12.2018,5,1,8,6,2,71,2
NL,12.12.2018,5,1,8,5,1,71,2
NL,12.12.2018,5,1,9,7,1,71,2
NL,12.12.2018,5,3,7,6,1,71,2
NL,12.12.2018,5,2,8,6,1,71,2
NL,12.12.2018,5,1,8,6,1,71,2
NL,12.12.2018,5,2,8,5,1,71,2
NL,12.12.2018,5,1,9,6,1,71,2
NO,12.12.2018,5,1,8,4,1,71,2
NO,12.12.2018,5,1,8,5,2,71,2
NO,12.12.2018,5,1,7,7,1,71,2
PL,12.12.2018,5,1,8,4,1,71,2
PL,12.12.2018,5,4,1,4,1,71,2
PL,12.12.2018,5,1,8,5,1,71,2
PL,12.12.2018,5,9,99,99,9,71,2
PL,12.12.2018,5,1,6,3,1,71,2
PL,12.12.2018,5,1,9,4,1,71,2
PT,12.12.2018,5,1,8,6,1,71,2
PT,12.12.2018,5,3,1,6,1,71,2
PT,12.12.2018,5,1,8,7,7,71,2
PT,12.12.2018,5,1,10,1,1,71,2
PT,12.12.2018,5,1,7,7,1,71,2
PT,12.12.2018,5,1,8,7,1,71,2
PT,12.12.2018,5,1,9,7,1,71,2
PT,12.12.2018,5,4,4,7,1,71,2
PT,12.12.2018,5,2,5,5,1,71,2
PT,12.12.2018,5,1,5,7,1,71,2
PT,12.12.2018,5,1,5,6,1,71,2
PT,12.12.2018,5,2,1,2,2,71,2
PT,12.12.2018,5,1,9,7,1,71,2
RU,12.12.2018,5,1,88,6,1,71,2
RU,12.12.2018,5,3,5,4,1,71,2
RU,12.12.2018,5,2,5,6,1,71,2
RU,12.12.2018,5,3,5,4,2,71,2
RU,12.12.2018,5,2,0,4,1,71,2
RU,12.12.2018,5,3,5,6,1,71,2
RU,12.12.2018,5,1,5,2,1,71,2
RU,12.12.2018,5,3,3,1,1,71,2
RU,12.12.2018,5,4,4,1,2,71,2
RU,12.12.2018,5,2,6,6,1,71,2
RU,12.12.2018,5,2,9,4,1,71,2
RU,12.12.2018,5,1,8,7,1,71,2
RU,12.12.2018,5,4,6,3,1,71,2
RU,12.12.2018,5,2,3,5,1,71,2
RU,12.12.2018,5,4,3,1,1,71,2
RU,12.12.2018,5,2,3,6,2,71,2
RU,12.12.2018,5,4,4,6,1,71,2
RU,12.12.2018,5,1,8,7,1,71,2
RU,12.12.2018,5,3,4,3,1,71,2
SE,12.12.2018,5,1,9,6,1,71,2
SE,12.12.2018,5,2,8,4,2,71,2
SE,12.12.2018,5,1,9,6,1,71,2
SE,12.12.2018,5,1,10,5,2,71,2
SE,12.12.2018,5,1,9,5,1,71,2
SE,12.12.2018,5,1,7,7,1,71,2
SE,12.12.2018,5,2,6,2,2,71,2
SI,12.12.2018,5,1,7,6,1,71,2
SI,12.12.2018,5,1,8,4,1,71,2
SI,12.12.2018,5,3,5,4,1,71,2
SI,12.12.2018,5,1,4,6,1,71,2
SI,12.12.2018,5,1,7,2,1,71,2
SK,12.12.2018,5,2,5,6,2,71,2
SK,12.12.2018,5,2,6,6,1,71,2
